Datei,Shot,Von,Nach,Delta
quantum_log_Cortex Criticus_act_nq4_20250418035821_4af1.json,2,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035821_4af1.json,7,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035821_4af1.json,8,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035821_4af1.json,11,2,4,2
quantum_log_Cortex Criticus_act_nq4_20250418035821_4af1.json,12,4,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035821_b8cc.json,7,2,4,2
quantum_log_Limbus Affektus_act_nq4_20250418035821_b8cc.json,8,4,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035821_b8cc.json,9,2,4,2
quantum_log_Limbus Affektus_act_nq4_20250418035821_b8cc.json,10,4,1,3
quantum_log_Limbus Affektus_act_nq4_20250418035821_b8cc.json,11,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035821_b8cc.json,14,2,0,2
quantum_log_Meta Cognitio_act_nq4_20250418035821_d37b.json,1,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035821_d37b.json,8,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035821_d37b.json,14,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035821_be1b.json,1,4,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035821_be1b.json,3,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035821_be1b.json,9,2,0,2
quantum_log_Cortex Socialis_act_nq4_20250418035821_be1b.json,10,0,3,3
quantum_log_Cortex Socialis_act_nq4_20250418035821_be1b.json,13,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035821_be1b.json,14,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035821_2979.json,3,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035821_2979.json,6,1,4,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035821_2979.json,7,4,2,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035821_e425.json,8,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035821_fb8d.json,4,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035821_fb8d.json,5,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035821_fb8d.json,6,1,4,3
quantum_log_Governance und Politik_act_nq4_20250418035821_fb8d.json,7,4,2,2
quantum_log_Governance und Politik_act_nq4_20250418035821_fb8d.json,9,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035821_fb8d.json,13,2,4,2
quantum_log_Governance und Politik_act_nq4_20250418035821_fb8d.json,14,4,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035821_b7ec.json,1,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035821_b7ec.json,2,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035821_b7ec.json,4,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035821_b7ec.json,7,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035821_b7ec.json,8,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035821_b7ec.json,9,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035821_b7ec.json,12,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035821_b7ec.json,13,0,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035821_9812.json,5,2,4,2
quantum_log_Technologie und Innovation_act_nq4_20250418035821_9812.json,7,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035821_9812.json,12,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035821_827d.json,1,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035821_827d.json,3,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035821_827d.json,6,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035821_827d.json,7,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035821_827d.json,8,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035821_827d.json,12,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035821_ce69.json,2,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035821_ce69.json,7,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035821_ce69.json,8,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035821_ce69.json,10,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035821_ce69.json,11,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035821_ce69.json,14,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035821_49ea.json,6,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035821_49ea.json,11,2,0,2
quantum_log_Cortex Creativus_act_nq4_20250418035821_49ea.json,14,1,4,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035821_2e06.json,7,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035821_2e06.json,8,3,1,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035821_2e06.json,12,2,4,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035821_2e06.json,13,4,2,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035821_2e06.json,14,2,0,2
quantum_log_Cortex Criticus_act_nq4_20250418035821_a61e.json,4,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035821_5118.json,1,2,4,2
quantum_log_Limbus Affektus_act_nq4_20250418035821_5118.json,3,4,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035821_5118.json,8,1,4,3
quantum_log_Limbus Affektus_act_nq4_20250418035821_5118.json,9,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035821_a75d.json,4,3,0,3
quantum_log_Meta Cognitio_act_nq4_20250418035821_a75d.json,10,2,0,2
quantum_log_Cortex Socialis_act_nq4_20250418035821_4ea9.json,5,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035821_dfb6.json,1,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035821_dfb6.json,2,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035821_dfb6.json,4,2,4,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035821_dfb6.json,5,4,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035821_dfb6.json,7,3,0,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035821_dfb6.json,8,0,2,2
quantum_log_Ethik und Moral_act_nq4_20250418035821_c47b.json,5,3,0,3
quantum_log_Ethik und Moral_act_nq4_20250418035821_c47b.json,6,0,2,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035821_b579.json,2,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035821_b579.json,8,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035821_b579.json,10,2,0,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035821_b579.json,11,0,2,2
quantum_log_Governance und Politik_act_nq4_20250418035821_1be8.json,1,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035821_1be8.json,3,1,4,3
quantum_log_Governance und Politik_act_nq4_20250418035821_1be8.json,6,4,2,2
quantum_log_Governance und Politik_act_nq4_20250418035821_1be8.json,11,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035821_1be8.json,13,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035822_03eb.json,2,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035822_03eb.json,5,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035822_03eb.json,6,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035822_03eb.json,11,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035822_03eb.json,13,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035822_09c2.json,1,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035822_09c2.json,3,4,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035822_09c2.json,7,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035822_09c2.json,12,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_d10f.json,2,2,4,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_d10f.json,3,4,0,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_d10f.json,8,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_d10f.json,9,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_d10f.json,10,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_d10f.json,11,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_d10f.json,13,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_d10f.json,14,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035822_7b65.json,1,4,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035822_7b65.json,5,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035822_7b65.json,7,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035822_7b65.json,8,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035822_7b65.json,10,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035822_7b65.json,11,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035822_7b65.json,12,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035822_7b65.json,13,1,4,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035822_7b65.json,14,4,1,3
quantum_log_Cortex Creativus_act_nq4_20250418035822_9673.json,3,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035822_9673.json,4,1,4,3
quantum_log_Cortex Creativus_act_nq4_20250418035822_9673.json,5,4,1,3
quantum_log_Cortex Creativus_act_nq4_20250418035822_9673.json,6,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035822_7208.json,3,1,4,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035822_7208.json,4,4,2,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035822_7208.json,9,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035822_7208.json,13,3,0,3
quantum_log_Cortex Criticus_act_nq4_20250418035822_e7bc.json,3,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035822_e7bc.json,8,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035822_e7bc.json,9,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035822_e7bc.json,12,3,0,3
quantum_log_Cortex Criticus_act_nq4_20250418035822_e7bc.json,13,0,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035822_5aad.json,4,2,0,2
quantum_log_Limbus Affektus_act_nq4_20250418035822_5aad.json,5,0,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035822_5aad.json,7,2,4,2
quantum_log_Limbus Affektus_act_nq4_20250418035822_5aad.json,8,4,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035822_5aad.json,11,0,3,3
quantum_log_Limbus Affektus_act_nq4_20250418035822_5aad.json,12,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035822_6fce.json,1,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035822_6fce.json,4,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035822_6fce.json,10,3,0,3
quantum_log_Meta Cognitio_act_nq4_20250418035822_6fce.json,13,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035822_cff9.json,1,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035822_cff9.json,2,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035822_cff9.json,7,3,0,3
quantum_log_Cortex Socialis_act_nq4_20250418035822_cff9.json,9,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035822_cff9.json,13,2,4,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_dde0.json,1,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_dde0.json,2,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_dde0.json,3,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_dde0.json,4,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_dde0.json,8,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_dde0.json,9,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_dde0.json,10,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_dde0.json,11,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035822_c558.json,2,1,3,2
quantum_log_Ethik und Moral_act_nq4_20250418035822_c558.json,12,0,2,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035822_4864.json,1,4,2,2
quantum_log_Governance und Politik_act_nq4_20250418035822_aee4.json,4,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035822_aee4.json,5,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035822_aee4.json,11,2,0,2
quantum_log_Governance und Politik_act_nq4_20250418035822_aee4.json,14,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035822_5f86.json,2,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035822_5f86.json,3,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035822_5f86.json,12,4,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035822_4ca3.json,1,2,4,2
quantum_log_Technologie und Innovation_act_nq4_20250418035822_4ca3.json,2,4,1,3
quantum_log_Technologie und Innovation_act_nq4_20250418035822_4ca3.json,7,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035822_4ca3.json,10,1,4,3
quantum_log_Technologie und Innovation_act_nq4_20250418035822_4ca3.json,11,4,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_58d9.json,1,1,4,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_58d9.json,2,4,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_58d9.json,9,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_58d9.json,11,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_58d9.json,12,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_58d9.json,13,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_58d9.json,14,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035822_e3f9.json,4,0,4,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035822_e3f9.json,6,3,0,3
quantum_log_Cortex Creativus_act_nq4_20250418035822_e151.json,4,0,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035822_e151.json,10,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035822_e151.json,14,1,4,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035822_fa3a.json,8,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035822_fa3a.json,10,3,0,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035822_fa3a.json,11,0,2,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035822_fa3a.json,13,1,4,3
quantum_log_Cortex Criticus_act_nq4_20250418035822_5e35.json,7,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035822_5e35.json,10,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035822_b643.json,1,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035822_b643.json,2,1,4,3
quantum_log_Limbus Affektus_act_nq4_20250418035822_b643.json,6,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035822_b643.json,8,0,3,3
quantum_log_Limbus Affektus_act_nq4_20250418035822_b643.json,9,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035822_f4c2.json,4,0,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035822_f4c2.json,6,2,4,2
quantum_log_Meta Cognitio_act_nq4_20250418035822_f4c2.json,7,4,1,3
quantum_log_Meta Cognitio_act_nq4_20250418035822_f4c2.json,8,1,4,3
quantum_log_Meta Cognitio_act_nq4_20250418035822_f4c2.json,9,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035822_f4c2.json,11,1,4,3
quantum_log_Meta Cognitio_act_nq4_20250418035822_f4c2.json,12,4,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035822_dc4d.json,3,3,0,3
quantum_log_Cortex Socialis_act_nq4_20250418035822_dc4d.json,5,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035822_dc4d.json,7,2,0,2
quantum_log_Cortex Socialis_act_nq4_20250418035822_dc4d.json,8,0,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035822_dc4d.json,9,2,4,2
quantum_log_Cortex Socialis_act_nq4_20250418035822_dc4d.json,14,3,0,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_6384.json,4,2,4,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_6384.json,5,4,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_6384.json,12,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_6384.json,13,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035822_6384.json,14,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035822_63ba.json,1,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035822_63ba.json,8,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035822_0f58.json,7,2,0,2
quantum_log_Governance und Politik_act_nq4_20250418035822_ae5d.json,6,2,4,2
quantum_log_Governance und Politik_act_nq4_20250418035822_ae5d.json,7,4,2,2
quantum_log_Governance und Politik_act_nq4_20250418035822_ae5d.json,9,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035822_ae5d.json,10,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035822_ae5d.json,11,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035822_68cf.json,1,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035822_68cf.json,3,4,1,3
quantum_log_Synergien und Integration_act_nq4_20250418035822_68cf.json,7,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035822_68cf.json,8,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035822_68cf.json,10,2,4,2
quantum_log_Synergien und Integration_act_nq4_20250418035822_68cf.json,11,4,1,3
quantum_log_Technologie und Innovation_act_nq4_20250418035822_d54f.json,1,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035822_d54f.json,2,1,4,3
quantum_log_Technologie und Innovation_act_nq4_20250418035822_d54f.json,3,4,0,4
quantum_log_Technologie und Innovation_act_nq4_20250418035822_d54f.json,6,1,4,3
quantum_log_Technologie und Innovation_act_nq4_20250418035822_d54f.json,7,4,1,3
quantum_log_Technologie und Innovation_act_nq4_20250418035822_d54f.json,8,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035822_d54f.json,13,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_1536.json,1,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_1536.json,5,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_1536.json,6,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_1536.json,8,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_1536.json,9,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_1536.json,10,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_1536.json,12,0,4,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_1536.json,13,4,0,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035822_1536.json,14,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035823_5ed0.json,2,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035823_5ed0.json,10,4,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035823_15f4.json,1,0,3,3
quantum_log_Cortex Creativus_act_nq4_20250418035823_15f4.json,2,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035823_15f4.json,3,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035823_15f4.json,5,4,0,4
quantum_log_Cortex Creativus_act_nq4_20250418035823_15f4.json,6,0,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035823_15f4.json,12,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035823_15f4.json,14,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035823_7e91.json,1,0,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035823_7e91.json,3,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035823_7e91.json,6,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035823_7e91.json,12,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035823_2c28.json,2,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035823_2c28.json,5,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035823_2c28.json,6,3,0,3
quantum_log_Limbus Affektus_act_nq4_20250418035823_2c28.json,9,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035823_2c28.json,10,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035823_2c28.json,12,2,0,2
quantum_log_Limbus Affektus_act_nq4_20250418035823_2c28.json,13,0,3,3
quantum_log_Meta Cognitio_act_nq4_20250418035823_68cb.json,1,3,0,3
quantum_log_Meta Cognitio_act_nq4_20250418035823_68cb.json,2,0,3,3
quantum_log_Meta Cognitio_act_nq4_20250418035823_68cb.json,3,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035823_68cb.json,8,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035823_68cb.json,9,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035823_68cb.json,13,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035823_9cdb.json,3,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035823_9cdb.json,4,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035823_9cdb.json,7,2,4,2
